"dt","region_code","operation_type","org_count","assortment","count_brand","cnt"
2021-12-18,"34",Перемаркировка,1,1,1,2
2022-10-26,"58",Маркировка остатков,1,1,1,1
2021-12-01,"23",Маркировка остатков,4,4,4,8
2021-12-06,"86",Маркировка остатков,1,7,7,13
2021-11-29,"59",Возврат,2,2,2,2
2022-05-16,"76",Импорт. ЕАЭС,1,19,1,327
2022-08-26,"49",Возврат,1,2,2,2
2022-07-29,"36",Перемаркировка,1,16,11,19
2022-09-10,"11",Маркировка остатков,2,2,2,2
2022-04-25,"56",РФ,1,27,1,42
2022-09-29,"74",Маркировка остатков,1,1,1,1
2022-06-15,"60",Маркировка остатков,1,1,1,1
2022-04-23,"16",Импорт. Не ЕАЭС,1,2,1,2
2022-06-08,"36",Импорт. ЕАЭС,1,74,1,4317
2022-10-30,"78",РФ,1,1,1,1
2022-05-04,"16",Перемаркировка,1,11,5,20
2022-08-11,"16",РФ,1,8,1,38074
2021-12-13,"66",РФ,1,6,1,600
2022-01-06,"59",Возврат,1,1,1,1
2021-12-12,"19",Возврат,1,1,1,1
2021-11-29,"69",Маркировка остатков,1,16,9,18
2022-07-22,"66",Маркировка остатков,1,1,1,1
2021-11-22,"23",Импорт. Не ЕАЭС,1,6,1,121
2022-09-17,"77",Маркировка остатков,2,8,2,9
2022-04-25,"66",Возврат,1,13,11,13
2022-01-19,"13",РФ,1,2,1,57
2022-06-25,"51",Маркировка остатков,1,1,1,1
2022-03-10,"24",Возврат,2,2,1,3
2022-10-01,"25",Маркировка остатков,1,1,1,1
2021-11-26,"77",Возврат,30,402,96,915
2021-12-21,"37",Возврат,1,1,1,1
2022-03-29,"91",Маркировка остатков,1,13,9,23
2022-04-17,"26",РФ,1,2,1,2
2022-10-11,"23",Импорт. Не ЕАЭС,1,4,1,17
2022-02-15,"64",Возврат,2,4,3,6
2022-07-11,"75",Возврат,1,2,1,2
2022-09-30,"23",Перемаркировка,1,1,1,1
2022-10-15,"74",Возврат,1,1,1,1
2022-03-29,"26",Возврат,3,4,3,4
2022-10-23,"43",Возврат,2,2,2,4
2022-03-21,"11",Возврат,2,2,2,2
2022-07-19,"42",Возврат,1,1,1,1
2022-02-07,"53",Возврат,1,3,3,3
2022-03-18,"13",Возврат,1,2,2,2
2022-01-25,"77",Маркировка остатков,6,27,10,75
2022-08-07,"50",Возврат,4,7,5,7
2022-05-03,"51",Возврат,1,2,2,2
2022-03-26,"77",Импорт. Не ЕАЭС,3,7,3,97
2022-09-27,"22",Возврат,1,1,1,1
2022-04-20,"23",Возврат,2,40,25,53
2021-12-01,"43",Перемаркировка,1,1,1,2
2022-01-24,"61",Возврат,1,1,1,2
2022-03-29,"77",Перемаркировка,14,101,51,332
2022-04-09,"50",Перемаркировка,1,1,1,1
2022-01-05,"28",Перемаркировка,1,1,1,50
2022-04-20,"50",Импорт. Не ЕАЭС,1,5,1,680
2021-12-15,"42",Перемаркировка,1,1,1,1
2022-08-25,"55",Возврат,5,8,8,9
2022-05-21,"54",Возврат,1,1,1,1
2022-02-28,"16",Возврат,2,4,3,4
2022-04-16,"91",Возврат,1,1,1,1
2022-04-23,"51",Перемаркировка,1,1,1,1
2021-12-02,"24",Маркировка остатков,2,3,1,3
2022-09-05,"66",Перемаркировка,4,23,16,49
2022-03-19,"41",Маркировка остатков,1,1,1,1
2022-10-13,"46",Возврат,1,1,1,1
2021-12-22,"44",Маркировка остатков,1,1,1,1
2022-01-11,"65",Перемаркировка,1,1,1,2
2022-05-31,"78",Импорт. ЕАЭС,1,1,1,12
2022-02-22,"76",Маркировка остатков,2,6,4,7
2022-02-02,"16",Маркировка остатков,2,2,2,2
2022-02-01,"38",Возврат,2,2,2,2
2022-03-02,"66",Перемаркировка,4,74,19,106
2022-03-16,"78",Возврат,6,111,57,126
2022-11-08,"67",Импорт. ЕАЭС,1,6,1,7
2022-06-18,"77",РФ,1,1,1,1
2022-08-15,"20",РФ,1,6,1,13
2022-06-05,"50",Маркировка остатков,3,4,3,5
2022-07-30,"41",Маркировка остатков,1,1,1,1
2022-03-17,"10",Маркировка остатков,1,1,1,1
2022-11-16,"54",Перемаркировка,4,23,14,102
2022-10-18,"68",Возврат,2,2,2,2
2022-02-14,"78",Возврат,6,32,26,33
2022-10-30,"64",РФ,1,2,1,8
2022-04-11,"33",РФ,1,2,1,100
2022-10-01,"55",Перемаркировка,1,1,1,1
2021-11-23,"59",Маркировка остатков,2,11,5,35
2022-03-11,"38",Возврат,3,4,3,4
2022-02-02,"56",Перемаркировка,1,1,1,2
2022-09-11,"47",Маркировка остатков,1,1,1,1
2022-05-16,"53",Маркировка остатков,1,1,1,1
2022-01-14,"39",Маркировка остатков,2,4,4,9
2022-02-23,"56",Возврат,3,5,3,5
2021-12-13,"05",Возврат,3,3,2,3
2022-09-08,"50",РФ,6,22,9,178302
2022-01-05,"45",Возврат,1,1,1,1
2022-01-29,"16",Возврат,2,3,3,3
2022-05-20,"91",Возврат,1,1,1,1
2022-09-24,"55",Возврат,4,10,8,10
2022-10-10,"31",Возврат,1,4,1,4
2022-04-09,"63",Возврат,1,1,1,1
2022-09-16,"62",Возврат,1,1,1,1
2022-07-06,"30",Возврат,1,1,1,1
2022-01-11,"87",Маркировка остатков,1,1,1,1
2022-03-03,"61",Возврат,1,1,1,1
2022-02-24,"27",Маркировка остатков,1,1,1,1
2021-11-23,"42",Маркировка остатков,1,41,21,1656
2022-08-20,"22",Возврат,1,1,1,1
2022-05-16,"23",Возврат,5,49,27,61
2022-02-04,"47",Маркировка остатков,5,5,5,7
2022-01-05,"54",Перемаркировка,2,5,2,35
2022-09-30,"50",Импорт. Не ЕАЭС,2,9,5,8029
2022-06-29,"52",Возврат,1,3,1,3
2022-09-12,"72",Возврат,1,1,1,2
2021-12-01,"77",Перемаркировка,15,97,38,1138
2022-10-12,"50",РФ,6,235,12,93303
2021-12-14,"77",Импорт. Не ЕАЭС,19,427,34,195996
2022-02-10,"31",Возврат,3,3,3,3
2022-01-26,"43",Возврат,1,2,1,2
2022-03-29,"43",Перемаркировка,1,5,1,25
2021-11-23,"22",Возврат,1,1,1,1
2022-08-21,"39",Маркировка остатков,2,2,2,2
2021-12-08,"50",Возврат,7,170,15,508
2022-01-06,"16",Перемаркировка,1,17,10,29
2022-04-12,"50",Маркировка остатков,2,2,2,4
2022-06-14,"65",Маркировка остатков,1,1,1,1
2022-02-01,"42",Маркировка остатков,1,1,1,1
2022-07-27,"44",Маркировка остатков,1,2,1,2
2021-12-02,"77",Маркировка остатков,11,54,20,144
2021-11-22,"50",Перемаркировка,5,85,7,593
2022-07-20,"57",Перемаркировка,1,2,2,3
2022-11-15,"13",Возврат,1,1,1,1
2022-02-13,"25",Перемаркировка,1,3,2,12
2022-09-17,"24",Маркировка остатков,2,2,2,2
2022-08-21,"59",Перемаркировка,1,2,1,2
2022-08-22,"53",Перемаркировка,1,7,7,8
2022-04-26,"33",Возврат,1,1,1,1
2022-11-20,"56",Возврат,1,1,1,1
2022-09-06,"19",Возврат,1,1,1,1
2022-11-07,"24",Возврат,1,1,1,1
2022-01-24,"23",Маркировка остатков,2,2,2,5
2022-06-07,"49",Маркировка остатков,1,1,1,1
2022-05-23,"76",Возврат,1,1,1,2
2022-08-27,"77",Возврат,21,210,53,804
2021-11-24,"16",Маркировка остатков,4,16,7,26
2022-10-01,"38",Возврат,4,4,3,4
2022-05-23,"77",РФ,2,15,3,25543
2022-07-28,"58",Маркировка остатков,1,1,1,1
2022-08-08,"05",Возврат,2,3,2,3
2022-03-30,"18",Возврат,1,1,1,1
2021-11-30,"26",Маркировка остатков,8,28,13,9813
2022-03-17,"43",Маркировка остатков,1,1,1,2
2022-01-15,"76",Маркировка остатков,1,1,1,1
2022-02-26,"34",Возврат,1,1,1,1
2022-02-21,"50",РФ,7,165,12,266430
2022-04-22,"61",Маркировка остатков,1,1,1,1
2021-12-24,"55",Возврат,4,15,11,18
2022-01-18,"74",Возврат,1,1,1,1
2022-04-09,"23",Импорт. Не ЕАЭС,1,4,1,35
2022-04-24,"58",Возврат,2,2,1,2
2022-03-03,"24",Перемаркировка,1,4,4,35
2022-01-29,"86",Маркировка остатков,1,1,1,1
2022-09-17,"37",Возврат,1,1,1,1
2022-04-20,"23",Перемаркировка,1,1,1,1
2022-09-12,"77",Принято от физического лица,1,103,55,461
2022-06-11,"91",Маркировка остатков,2,6,4,10
2022-10-11,"64",Возврат,1,2,2,2
2022-05-29,"56",РФ,1,23,1,32
2022-11-09,"78",Возврат,8,84,51,94
2022-10-30,"16",Возврат,2,3,3,3
2022-04-10,"36",Возврат,1,1,1,1
2022-01-11,"51",Перемаркировка,1,21,15,41
2022-03-28,"44",Возврат,1,1,1,1
2022-03-25,"58",Возврат,7,17,5,41
2022-08-24,"87",Маркировка остатков,1,2,2,2
2022-10-14,"78",Возврат,5,132,62,148
2022-01-25,"33",Перемаркировка,1,1,1,1
2022-08-14,"37",Возврат,1,1,1,1
2022-08-11,"45",Перемаркировка,1,1,1,1
2022-05-10,"36",Возврат,1,1,1,1
2022-11-10,"64",Возврат,3,9,4,20
2022-09-01,"59",Возврат,1,1,1,1
2021-11-28,"55",Возврат,3,6,6,7
2022-01-17,"68",Возврат,1,1,1,1
2022-02-21,"74",Возврат,1,1,1,1
2022-09-13,"03",Перемаркировка,1,1,1,1
2022-03-26,"78",Перемаркировка,1,17,14,37
2022-09-08,"24",Перемаркировка,1,3,1,100
2022-04-19,"55",Перемаркировка,1,1,1,1
2022-11-14,"77",Маркировка остатков,3,4,3,5
2022-01-31,"34",Возврат,1,1,1,1
2022-06-27,"53",Маркировка остатков,2,3,2,3
2022-09-22,"78",РФ,1,3,1,3
2022-10-17,"74",РФ,1,10,1,2725
2022-02-21,"39",Маркировка остатков,2,4,3,15
2022-01-08,"27",Перемаркировка,2,2,2,4
2022-07-06,"50",Импорт. ЕАЭС,1,4,1,336
2022-08-11,"19",Возврат,1,1,1,1
2022-02-24,"74",Маркировка остатков,1,1,1,1
2022-10-17,"56",Возврат,1,1,1,1
2022-07-18,"66",Перемаркировка,6,25,16,71
2022-01-25,"24",Маркировка остатков,2,2,2,2
2022-06-05,"03",Маркировка остатков,1,2,1,3
2021-11-23,"11",Маркировка остатков,1,1,1,1
2021-11-29,"21",Маркировка остатков,1,1,1,4
2022-09-22,"77",Возврат,23,266,55,845
2022-02-01,"59",Маркировка остатков,1,1,1,4
2022-07-13,"57",Возврат,1,1,1,1
2022-06-15,"33",Маркировка остатков,2,2,2,4
2022-09-07,"05",Возврат,1,1,1,1
2022-05-07,"18",Возврат,1,1,1,1
2022-09-22,"64",РФ,1,2,1,7
2022-10-25,"77",Импорт. Не ЕАЭС,14,136,32,25677
2022-03-17,"58",Маркировка остатков,1,2,1,5
2022-10-08,"13",Возврат,1,2,1,3
2022-02-22,"25",Маркировка остатков,1,3,3,15
2021-12-21,"10",Маркировка остатков,1,1,1,2
2022-10-25,"61",Возврат,1,1,1,1
2022-01-20,"74",Перемаркировка,1,1,1,1
2021-12-27,"22",Возврат,1,1,1,1
2022-01-24,"38",Маркировка остатков,1,1,1,1
2022-07-29,"02",Перемаркировка,1,1,1,1
2022-01-15,"50",Возврат,3,5,4,5
2022-10-01,"76",Маркировка остатков,1,1,1,1
2022-11-09,"16",РФ,2,19,4,56787
2022-02-02,"45",Маркировка остатков,1,1,1,1
2022-06-13,"62",Маркировка остатков,1,1,1,1
2022-10-22,"77",Перемаркировка,9,32,15,145
2022-02-05,"71",Возврат,1,1,1,1
2022-10-11,"50",Перемаркировка,1,89,1,1022
2022-02-13,"59",Перемаркировка,1,1,1,1
2022-02-16,"53",Перемаркировка,1,20,10,38
2022-03-31,"36",Импорт. ЕАЭС,1,31,1,884
2022-03-16,"74",РФ,1,7,2,84
2021-11-29,"78",РФ,2,55,4,342
2022-11-19,"16",Перемаркировка,1,4,2,5
2022-05-26,"52",Возврат,1,1,1,1
2022-08-05,"72",Возврат,1,1,1,1
2022-08-25,"16",Перемаркировка,1,4,4,4
2022-09-12,"50",Импорт. Не ЕАЭС,1,20,1,27788
2022-08-30,"50",Перемаркировка,1,18,1,46
2022-09-11,"53",Возврат,1,1,1,1
2022-06-30,"73",Возврат,1,1,1,1
2022-05-25,"54",Перемаркировка,4,26,11,42
2022-11-16,"16",РФ,2,12,5,12098
2022-04-24,"74",Маркировка остатков,1,1,1,1
2021-12-22,"53",Маркировка остатков,2,7,3,9
2022-11-12,"02",Перемаркировка,1,1,1,2
2022-02-21,"66",Маркировка остатков,2,3,2,4
2022-04-23,"39",Маркировка остатков,2,2,2,7
2022-05-21,"40",Импорт. Не ЕАЭС,1,2,1,5
2022-06-07,"33",Возврат,2,2,2,2
2022-09-22,"77",Перемаркировка,11,583,130,1646
2022-09-11,"50",Маркировка остатков,3,5,2,13
2022-03-08,"50",Возврат,4,5,4,6
2022-01-13,"63",Маркировка остатков,3,34,21,76
2022-09-17,"77",Импорт. Не ЕАЭС,3,11,5,65
2021-11-22,"78",РФ,1,37,1,75
2021-12-02,"33",Маркировка остатков,4,4,2,5
2022-02-17,"22",Возврат,2,2,2,3
2022-09-29,"78",Маркировка остатков,1,1,1,1
2021-11-22,"03",Маркировка остатков,1,2,1,5
2021-12-07,"71",Возврат,1,2,1,2
2021-11-24,"03",Возврат,2,3,3,3
2022-04-02,"24",Маркировка остатков,1,1,1,1
2022-04-15,"66",Перемаркировка,1,31,16,82
2022-02-23,"37",Маркировка остатков,2,2,2,2
2022-06-08,"19",Перемаркировка,1,1,1,1
2022-03-16,"67",Возврат,1,9,4,9
2022-01-15,"32",Маркировка остатков,1,1,1,1
2022-05-17,"58",Маркировка остатков,1,1,1,2
2022-07-14,"55",Перемаркировка,1,2,2,2
2022-08-09,"24",Возврат,1,1,1,1
2021-11-30,"62",Маркировка остатков,1,1,1,4
2022-10-01,"29",Маркировка остатков,1,7,3,8
2022-04-10,"45",Маркировка остатков,1,1,1,3
2022-11-06,"05",Возврат,2,2,2,2
2022-04-03,"38",Маркировка остатков,1,1,1,1
2022-08-12,"51",Перемаркировка,1,2,2,2
2022-02-21,"61",Импорт. Не ЕАЭС,1,1,1,1
2021-11-22,"64",РФ,1,3,1,49
2022-11-21,"77",Возврат,29,432,95,38244
2022-05-05,"25",Возврат,1,1,1,1
2022-09-05,"38",Возврат,2,2,2,2
2022-10-29,"37",Возврат,1,1,1,1
2022-07-30,"78",Возврат,7,25,22,25
2022-06-01,"58",Возврат,3,3,1,3
2022-10-12,"45",Возврат,1,1,1,1
2022-10-10,"74",РФ,1,10,3,750
2022-09-18,"16",Возврат,2,3,3,3
2022-09-03,"64",Возврат,1,2,2,2
2022-07-06,"78",Перемаркировка,3,65,31,122
2022-07-25,"36",Возврат,2,2,2,3
2022-08-26,"89",Маркировка остатков,1,1,1,1
2021-12-22,"33",Перемаркировка,1,6,6,35
2021-11-26,"68",Возврат,1,1,1,1
2022-01-19,"55",Возврат,4,7,7,7
2021-12-23,"74",Возврат,1,1,1,1
2022-03-11,"27",Возврат,3,3,3,3
2022-10-04,"58",Перемаркировка,1,1,1,30
2022-10-05,"52",Перемаркировка,1,1,1,1
2022-04-26,"87",Маркировка остатков,1,2,2,2
2022-02-22,"55",Возврат,9,33,17,41
2022-04-28,"77",РФ,5,27,5,60245
2022-02-06,"51",Перемаркировка,1,4,4,4
2021-12-28,"22",РФ,1,9,2,338
2022-08-15,"27",Перемаркировка,1,1,1,1
2022-09-02,"78",Возврат,6,17,15,17
2022-09-09,"61",Перемаркировка,1,1,1,9
2022-10-04,"61",РФ,1,4,1,85
2022-07-09,"58",Возврат,1,1,1,1
2022-10-13,"59",Возврат,1,1,1,1
2022-07-24,"23",Импорт. Не ЕАЭС,1,4,1,59
2022-08-15,"16",Возврат,1,5,4,5
2022-11-11,"45",Возврат,1,1,1,1
2022-06-17,"36",Возврат,1,3,3,3
2022-03-18,"50",РФ,8,164,13,122399
2022-06-08,"65",Перемаркировка,1,1,1,1
2022-06-15,"77",Маркировка остатков,3,12,8,13
2022-09-08,"24",Возврат,1,2,1,2
2022-11-02,"33",Перемаркировка,2,7,3,131
2021-12-19,"45",Перемаркировка,1,10,1,60
2022-02-04,"50",Маркировка остатков,7,10,5,14
2022-07-30,"56",Маркировка остатков,1,1,1,1
2022-02-08,"52",Импорт. ЕАЭС,1,1,1,3
2021-11-29,"65",Маркировка остатков,2,2,2,52
2022-05-29,"18",Возврат,2,3,2,3
2022-09-29,"05",Возврат,3,5,2,5
2022-08-10,"38",Возврат,5,7,4,8
2022-10-25,"53",Маркировка остатков,1,1,1,1
2022-10-18,"77",Возврат,25,354,77,3704
2022-04-01,"25",Возврат,2,2,2,2
2022-01-25,"60",Маркировка остатков,1,1,1,1
2022-02-24,"30",Маркировка остатков,1,1,1,1
2022-10-28,"75",Перемаркировка,1,13,9,340
2022-06-21,"56",РФ,1,28,1,46
2022-11-14,"33",Маркировка остатков,1,1,1,2
2022-11-15,"32",РФ,1,5,1,15
2022-02-14,"67",Возврат,2,4,2,4
2022-01-13,"78",Маркировка остатков,2,20,10,48
2022-02-24,"50",Перемаркировка,3,15,3,118
2022-06-13,"26",Маркировка остатков,1,1,1,1
2022-02-06,"50",Возврат,3,9,6,13
2021-12-01,"34",Маркировка остатков,2,3,2,6
2021-11-24,"49",Маркировка остатков,2,9,5,10
2022-01-02,"25",Перемаркировка,1,4,1,17
2022-11-20,"53",Перемаркировка,1,1,1,1
2022-05-26,"22",Перемаркировка,1,2,1,5
2022-08-23,"37",Маркировка остатков,1,1,1,1
2022-10-19,"50",РФ,8,169,13,163697
2021-12-01,"36",Импорт. ЕАЭС,1,59,1,6394
2021-12-21,"54",Маркировка остатков,1,1,1,1
2022-01-12,"13",РФ,1,1,1,8
2022-10-07,"32",Возврат,1,4,1,4
2022-02-09,"16",Перемаркировка,2,25,19,437
2022-01-15,"29",Маркировка остатков,1,2,2,2
2022-07-21,"76",Маркировка остатков,1,1,1,1
2022-08-04,"53",Возврат,1,1,1,1
2022-03-06,"77",Импорт. Не ЕАЭС,10,137,18,70067
2022-01-19,"31",Перемаркировка,1,4,4,4
2022-05-19,"20",Возврат,1,3,3,3
2022-04-30,"52",Возврат,2,2,2,2
2021-12-06,"91",Маркировка остатков,4,47,17,104
2021-12-04,"31",Возврат,3,4,3,4
2022-06-29,"26",РФ,1,7,1,18
2022-03-17,"77",Перемаркировка,13,303,74,1188
2022-05-13,"03",Возврат,1,2,1,2
2022-08-17,"02",Возврат,2,3,2,3
2022-06-06,"50",Возврат,4,196,5,1138
2022-03-08,"54",Перемаркировка,2,7,7,8
2021-12-10,"12",Возврат,1,1,1,1
2022-07-13,"47",Перемаркировка,1,14,1,14
2022-01-11,"03",Маркировка остатков,1,1,1,5
2022-11-18,"78",Маркировка остатков,2,2,2,2
2022-09-27,"42",Возврат,1,1,1,1
2021-11-28,"63",Маркировка остатков,2,2,2,2
2022-02-07,"66",Маркировка остатков,1,1,1,1
2022-10-13,"26",Возврат,3,4,4,4
2022-04-12,"74",Возврат,1,1,1,1
2022-01-17,"55",Перемаркировка,1,1,1,1
2022-01-16,"36",Возврат,2,2,2,2
2022-10-26,"16",РФ,1,1,1,14339
2022-10-23,"91",Маркировка остатков,1,1,1,1
2021-12-02,"25",Возврат,2,2,2,2
2022-02-28,"76",Возврат,1,1,1,1
2022-01-25,"74",РФ,1,9,3,3950
2022-11-05,"66",Возврат,1,67,41,72
2022-06-14,"09",Возврат,1,1,1,1
2022-03-16,"18",Возврат,1,1,1,1
2021-11-28,"78",Маркировка остатков,2,6,3,25
2022-01-11,"18",Маркировка остатков,1,1,1,1
2022-06-08,"26",РФ,1,5,1,49
2022-11-18,"63",Маркировка остатков,1,1,1,1
2022-06-29,"77",Маркировка остатков,4,7,5,9
2022-09-24,"54",Импорт. Не ЕАЭС,1,1,1,1
2021-12-03,"54",Маркировка остатков,1,1,1,1
2021-12-15,"34",Маркировка остатков,1,4,1,6
2022-09-19,"54",Перемаркировка,1,1,1,9
2021-12-20,"91",Маркировка остатков,4,33,21,1012
2022-07-15,"77",Импорт. ЕАЭС,1,37,1,736
2022-03-24,"53",Перемаркировка,1,28,21,43
2022-10-31,"74",РФ,1,9,3,500
2022-07-11,"50",Импорт. ЕАЭС,1,9,1,4293
2022-10-30,"65",Маркировка остатков,2,2,2,2
2022-05-01,"38",Импорт. Не ЕАЭС,1,1,1,1
2022-05-23,"38",Маркировка остатков,1,1,1,1
2021-11-26,"32",Маркировка остатков,1,1,1,1
2022-04-01,"58",Маркировка остатков,2,3,2,7
2022-02-05,"37",Маркировка остатков,1,1,1,1
2022-03-11,"58",Возврат,4,11,2,15
2022-10-03,"49",Маркировка остатков,1,1,1,1
2021-12-17,"78",РФ,1,1,1,5
2022-11-14,"66",Перемаркировка,4,67,30,207
2022-10-02,"66",Возврат,3,21,18,21
2022-01-05,"25",Возврат,1,2,2,3
2022-11-03,"66",Импорт. Не ЕАЭС,2,23,2,14051
2022-07-02,"51",Перемаркировка,1,1,1,1
2022-01-29,"76",Возврат,1,1,1,1
2022-02-23,"36",Возврат,2,6,4,6
2021-12-05,"05",Маркировка остатков,1,1,1,1
2022-11-08,"26",Возврат,3,3,3,4
2021-12-17,"65",Маркировка остатков,1,5,4,5
2022-06-01,"27",Возврат,2,2,2,2
2021-11-26,"29",Маркировка остатков,1,1,1,1
2022-08-20,"42",Возврат,1,1,1,1
2022-04-01,"43",Маркировка остатков,2,2,2,2
2022-06-17,"50",Импорт. Не ЕАЭС,1,55,1,50512
2022-05-16,"43",Возврат,1,1,1,1
2022-10-03,"52",Маркировка остатков,1,1,1,1
2022-09-06,"37",Маркировка остатков,1,1,1,1
2022-06-14,"50",Перемаркировка,1,17,1,89
2022-11-07,"52",Импорт. ЕАЭС,1,15,1,111
2022-11-16,"32",Маркировка остатков,1,1,1,1
2022-04-21,"86",Возврат,2,2,2,2
2022-03-03,"01",Возврат,1,1,1,1
2022-09-09,"92",Маркировка остатков,1,2,1,2
2022-06-07,"77",Перемаркировка,12,208,52,622
2022-06-28,"83",Маркировка остатков,1,1,1,2
2022-10-10,"51",Возврат,1,1,1,1
2022-05-27,"77",Импорт. Не ЕАЭС,11,85,16,89822
2022-07-18,"56",РФ,1,17,2,27
2022-07-06,"50",Возврат,5,167,6,625
2022-09-16,"02",Возврат,2,2,1,2
2022-08-11,"77",Принято от физического лица,1,16,14,38
2022-06-23,"22",Возврат,1,3,3,3
2022-03-05,"33",Возврат,1,1,1,1
2022-04-29,"32",Перемаркировка,1,10,1,12
2021-12-16,"33",Маркировка остатков,3,5,2,7
2022-10-06,"77",Импорт. ЕАЭС,1,43,2,4318
2022-07-16,"62",Возврат,1,1,1,1
2022-10-20,"63",Возврат,2,3,3,5
2021-12-04,"53",Маркировка остатков,2,5,3,7
2022-04-09,"39",Маркировка остатков,2,2,2,4
2022-05-25,"33",РФ,1,2,1,100
2022-09-02,"07",Возврат,1,1,1,1
2022-07-24,"55",Возврат,3,4,4,4
2022-06-10,"10",Маркировка остатков,1,1,1,2
2022-08-06,"23",Импорт. Не ЕАЭС,1,4,1,164
2022-04-11,"33",Перемаркировка,1,1,1,1
2022-08-10,"47",Возврат,2,4,2,5
2022-01-31,"23",Импорт. Не ЕАЭС,1,4,1,22
2022-06-03,"27",Маркировка остатков,1,1,1,1
2022-04-21,"54",РФ,1,2,1,3420
2022-10-27,"33",Маркировка остатков,2,2,2,2
2022-11-08,"53",Маркировка остатков,1,1,1,1
2022-07-05,"16",Перемаркировка,2,8,7,208
2022-07-02,"16",Импорт. Не ЕАЭС,1,2,1,3
2022-05-22,"24",Маркировка остатков,3,3,1,3
2022-08-24,"50",Маркировка остатков,4,4,3,7
2022-03-31,"44",Маркировка остатков,1,2,1,2
2022-11-10,"19",Маркировка остатков,1,1,1,1
2022-02-22,"34",Перемаркировка,2,6,3,7
2022-04-14,"28",Возврат,1,1,1,1
2022-02-10,"78",Перемаркировка,3,37,21,87
2022-09-05,"47",Возврат,2,3,2,3
2022-05-10,"24",Перемаркировка,1,12,10,80
2022-10-27,"91",Возврат,2,2,2,2
2021-11-25,"35",Маркировка остатков,1,1,1,2
2022-08-24,"78",Перемаркировка,3,15,12,20
2022-08-13,"78",Импорт. Не ЕАЭС,1,41,2,13146
2022-06-20,"55",Возврат,4,8,5,8
2022-02-18,"50",Маркировка остатков,7,8,6,17
2022-08-07,"30",Возврат,1,2,1,2
2022-04-03,"77",РФ,1,2,1,2
2022-11-19,"63",Возврат,1,2,1,2
2022-10-06,"20",РФ,1,4,1,8
2022-02-07,"50",РФ,6,131,11,223029
2021-12-18,"79",Маркировка остатков,1,1,1,1
2022-04-17,"02",Перемаркировка,1,1,1,10
2022-02-06,"42",РФ,1,1211,1,24566
2022-02-07,"33",Возврат,1,1,1,1
2021-12-29,"60",Возврат,1,1,1,1
2022-10-23,"23",Возврат,3,46,28,56
2022-07-19,"22",Возврат,2,2,2,2
2022-10-03,"32",РФ,1,1,1,1000
2021-12-09,"33",Возврат,1,1,1,1
2022-05-05,"77",Импорт. Не ЕАЭС,8,144,15,80889
2022-04-10,"77",РФ,2,11,2,692
2022-08-16,"23",Возврат,3,55,32,69
2022-07-16,"02",Перемаркировка,1,1,1,3
2022-08-03,"51",Возврат,1,1,1,1
2022-01-31,"50",РФ,7,131,13,334107
2022-04-22,"77",Перемаркировка,11,208,71,4616
2022-04-29,"50",Возврат,6,54,5,4384
2022-05-12,"22",Возврат,2,2,2,2
2022-03-30,"16",Импорт. Не ЕАЭС,1,2,1,2
2022-10-19,"42",Возврат,2,2,2,2
2022-05-19,"50",Перемаркировка,1,6,1,9
2021-12-13,"22",Перемаркировка,1,3,2,15
2022-07-15,"43",Возврат,2,3,2,3
2022-09-28,"63",Возврат,1,2,1,2
2022-06-03,"78",Маркировка остатков,2,2,2,3
2022-07-02,"31",Возврат,1,1,1,1
2022-10-23,"54",Перемаркировка,1,1,1,1
2021-11-28,"27",Маркировка остатков,1,1,1,1
2021-12-16,"77",Маркировка остатков,8,198,44,464
2022-02-11,"52",Возврат,1,2,1,2
2022-11-04,"18",Перемаркировка,1,106,48,879
2022-04-26,"50",Маркировка остатков,5,7,2,12
2022-07-09,"56",РФ,1,19,1,28
2021-12-17,"01",Возврат,1,1,1,1
2022-01-11,"47",Маркировка остатков,2,2,2,3
2022-03-25,"16",Перемаркировка,10,95,43,1245
2022-09-08,"39",Маркировка остатков,1,1,1,1
2022-08-03,"38",Маркировка остатков,1,2,2,3
2022-01-09,"44",Возврат,1,1,1,1
2022-07-19,"45",Перемаркировка,1,1,1,1
2022-06-11,"19",Маркировка остатков,1,1,1,1
2022-03-29,"51",Маркировка остатков,1,1,1,1
2022-11-06,"50",РФ,2,94,3,124
2021-11-26,"76",Маркировка остатков,2,7,3,8
2022-01-30,"43",Маркировка остатков,1,12,1,17
2021-12-11,"58",Возврат,1,1,1,1
2022-09-20,"54",Возврат,4,5,4,5
2021-12-18,"26",Маркировка остатков,2,10,2,10
2022-09-01,"26",Возврат,1,1,1,1
2022-07-23,"74",Возврат,1,1,1,1
2022-10-27,"75",Возврат,2,4,2,5
2022-11-17,"72",Перемаркировка,1,1,1,1
2022-11-18,"78",Перемаркировка,2,14,11,34
2022-03-25,"27",Возврат,1,1,1,1
2022-01-09,"16",Маркировка остатков,1,1,1,1
2022-04-13,"55",Возврат,2,4,4,4
2022-05-20,"31",Маркировка остатков,1,1,1,1
2022-11-04,"47",Возврат,1,1,1,1
2021-12-27,"23",Перемаркировка,1,1,1,1
2022-06-25,"91",Маркировка остатков,1,2,1,2
2022-06-21,"24",Перемаркировка,1,1,1,1
2022-11-10,"55",Перемаркировка,3,3,3,5
2022-05-07,"67",Возврат,1,1,1,1
2022-08-11,"66",Возврат,2,132,56,158
